Filepath,Label,Prediction
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0274.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0281.png,roof tile 1x2x45deg,brick 1x1
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0282.png,roof tile 1x2x45deg,brick 1x1
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0285.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0292.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0293.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0296.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0300.png,roof tile 1x2x45deg,brick 1x1
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0305.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0309.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0310.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0313.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0314.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0317.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0318.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0326.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0327.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0335.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0337.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0339.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0340.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0343.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0348.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0354.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0357.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0358.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0362.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0364.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0370.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0373.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0375.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0380.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0388.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0390.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0392.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0396.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3040 Roof Tile 1x2x45deg\201706162106-0400.png,roof tile 1x2x45deg,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0007.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0009.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0010.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0023.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0024.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0028.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0034.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0035.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0037.png,flat tile 1x2,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0054.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0056.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0061.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0085.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0088.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0101.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0103.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0105.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0110.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0118.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0127.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0136.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0146.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0158.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0160.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0161.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0171.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0179.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0181.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0185.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0187.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0188.png,flat tile 1x2,bush 3m friction with cross axle
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0197.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0201.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0205.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0207.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0209.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0218.png,flat tile 1x2,peg 2m
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0222.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0232.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0235.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0236.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0259.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0270.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0274.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0281.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0282.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0285.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0292.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0293.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0296.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0300.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0305.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0309.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0310.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0313.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0314.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0317.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0318.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0326.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0327.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0335.png,flat tile 1x2,roof tile 1x2x45deg
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0337.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0339.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0340.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0343.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0348.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0354.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0357.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0358.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0362.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0364.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0370.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0373.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0375.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0380.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0388.png,flat tile 1x2,plate 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0390.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0392.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0396.png,flat tile 1x2,flat tile 1x2
..\ML\Lego\processed_data\test\3069 Flat Tile 1x2\0400.png,flat tile 1x2,plate 1x2 with 1 knob
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0007.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0009.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0010.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0023.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0024.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0028.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0034.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0035.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0037.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0054.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0056.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0061.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0085.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0088.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0101.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0103.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0105.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0110.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0118.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0127.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0136.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0146.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0158.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0160.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0161.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0171.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0179.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0181.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0185.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0187.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0188.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0197.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0201.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0205.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0207.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0209.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0218.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0222.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0232.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0235.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0236.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0259.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0270.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0274.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0281.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0282.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0285.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0292.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0293.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0296.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0300.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0305.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0309.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0310.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0313.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0314.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0317.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0318.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0326.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0327.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0335.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0337.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0339.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0340.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0343.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0348.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0354.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0357.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0358.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0362.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0364.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0370.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0373.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0375.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0380.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0388.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0390.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0392.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0396.png,half bush,half bush
..\ML\Lego\processed_data\test\32123 half Bush\201706171506-0400.png,half bush,half bush
..\ML\Lego\processed_data\test\3673 Peg 2M\0007.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0009.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0010.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0023.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0024.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0028.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0034.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0035.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0037.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0054.png,peg 2m,bush 3m friction with cross axle
..\ML\Lego\processed_data\test\3673 Peg 2M\0056.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0061.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0085.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0088.png,peg 2m,bush 3m friction with cross axle
..\ML\Lego\processed_data\test\3673 Peg 2M\0101.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0103.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0105.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0110.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0118.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0127.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0136.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0146.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0158.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0160.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0161.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0171.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0179.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0181.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0185.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0187.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0188.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0197.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0201.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0205.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0207.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0209.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0218.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0222.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0232.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0235.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0236.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0259.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0270.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0274.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0281.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0282.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0285.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0292.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0293.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0296.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0300.png,peg 2m,half bush
..\ML\Lego\processed_data\test\3673 Peg 2M\0305.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0309.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0310.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0313.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0314.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0317.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0318.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0326.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0327.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0335.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0337.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0339.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0340.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0343.png,peg 2m,bush 3m friction with cross axle
..\ML\Lego\processed_data\test\3673 Peg 2M\0348.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0354.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0357.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0358.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0362.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0364.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0370.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0373.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0375.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0380.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0388.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0390.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0392.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0396.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3673 Peg 2M\0400.png,peg 2m,peg 2m
..\ML\Lego\processed_data\test\3713 Bush for Cross Axle\201706171506-0007.png,bush for cross axle,bush for cross axle
..\ML\Lego\processed_data\test\3713 Bush for Cross Axle\201706171506-0009.png,bush for cross axle,bush for cross axle
..\ML\Lego\processed_data\test\3713 Bush for Cross Axle\201706171506-0010.png,bush for cross axle,bush for cross axle
